bil	bill	4.421906407122689	but	1.9135694139236539	billy	0.511364349049264
frea	from	1.443299869906701	free	0.5210995148606495	freak	0.057046502372247974
fotball	football	9.480288520433147	footballs	0.014359722179879452	footfall	7.833679518922015e-16
corses	core	0.031365254475026375	courses	0.027058205757363132	corpses	0.016600565950467307
godd	god	1.1645785845720733	go	0.18311780694935656	gods	0.010831788587493089
powrr	power	0.08040472861455421	poker	0.00282528375504748	pow	0.00024808638652949337


raet	rate	158.12635849146884	rest	0.19183632386343927	racket	0.05054507635367731
great	great	43551.23666400244	get	0.14268089477060536	green	0.0884652402628488
handel	handle	1655.890570462747	hand	0.03099272732101791	harder	0.01977372813270689

frinds	friends	7.3861409305485335	friends	7.3861409305485335	friends	7.3861409305485335
stiry	start	0.38763733117509175	sir	0.36404749378086326	story	0.2683196986235449
impossile	impossible	0.8534912025295348	impossible	0.8534912025295348	impossibly	2.2726253986160187e-07
peace	piece	36509580.0	peace	4074322.0


