bil	bill	4.421950868859404	but	1.9135697562752936	billy	0.511373241396607
frea	from	1.4433004163795076	free	0.521101946105681	freak	0.057048240107969744
fotball	football	9.480527848655893	footballs	0.014407587824428466	footfall	3.5643241811095167e-10
corses	core	0.03136731040002247	courses	0.027064654315901757	corpses	0.016602956580182827
godd	god	1.1645797893219174	go	0.1831178494699393	gods	0.010832117460669043
powrr	power	0.08040511171966296	poker	0.0028254929109627937	pow	0.0002481507909662088


raet	rate	158.13165655627574	rest	0.1918371017680328	racket	0.0505525445828807
great	great	43551.28817297998	get	0.14268092663582718	green	0.08846632068619187
handel	handle	1655.9065774155993	hand	0.030992823530896146	harder	0.01977422721621482

frinds	friends	7.386161491543323	friends	7.386161491543323	friends	7.386161491543323
stiry	start	0.387638317000874	sir	0.3640478637155087	story	0.26832075997065125
impossile	impossible	0.853501442355516	impossible	0.853501442355516	impassive	5.718177938955514e-06
peace	piece	36509580.0	peace	4074322.0
